Jahr;Monat;Typ;Elektrizitätserzeugung (brutto);;Elektrizitätserzeugung (netto);data_quality
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;55420;p;55420;p
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;417488;p;371645;p
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;232598;p;221553;p
;;Biomethan (Bioerdgas);98587;p;96702;p
;;Klärgas;.;;.;
;;Deponiegas;4782;p;4450;p
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;13343;p;11284;p
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);41159;p;27886;p
;;Abfall (Hausmüll, Siedlungsabfälle);853375;p;667504;p
;;Kernenergie;1043580;p;965065;p
;;Wärme;26021;p;24226;p
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;17992309;e;16707050;e
;Mai;Steinkohlen;1310604;p;1155699;p
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;5587983;p;5140007;p
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;-;;-;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;21854;p;19400;p
;;Heizöl, schwer;11928;p;10439;p
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;2697836;p;2602564;p
;;Grubengas;41981;p;41481;p
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;.;
;;Laufwasser;1715078;p;1702717;p
;;Speicherwasser;107870;p;107451;p
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;31758;p;31758;p
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;417518;p;369608;p
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;230895;p;218443;p
;;Biomethan (Bioerdgas);69669;p;68207;p
;;Klärgas;.;;.;
;;Deponiegas;4743;p;4419;p
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;10540;p;8612;p
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);42369;p;28017;p
;;Abfall (Hausmüll, Siedlungsabfälle);926464;p;742331;p
;;Kernenergie;-;;-;
;;Wärme;41242;p;39430;p
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;13290177;e;12307197;e
;Juni;Steinkohlen;1452811;p;1309606;p
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;5921845;p;5459972;p
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;-;;-;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;19;p
;;Heizöl, leicht;28617;p;25701;p
;;Heizöl, schwer;11367;p;10295;p
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;2841130;p;2749827;p
;;Grubengas;38220;p;37761;p
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;.;
;;Laufwasser;1214061;p;1204536;p
;;Speicherwasser;55171;p;54969;p
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;10361;p;10361;p
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;381342;p;336201;p
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;209848;p;202625;p
;;Biomethan (Bioerdgas);46251;p;45066;p
;;Klärgas;.;;.;
;;Deponiegas;4940;p;4619;p
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;11531;p;9769;p
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);50135;p;35457;p
;;Abfall (Hausmüll, Siedlungsabfälle);874728;p;700473;p
;;Kernenergie;-;;-;
;;Wärme;44196;p;42389;p
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;13205723;e;12247141;e
;Juli;Steinkohlen;1190295;p;1075541;p
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;5025778;p;4609588;p
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;-;;-;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;23805;p;21036;p
;;Heizöl, schwer;13965;p;12639;p
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;2586677;p;2496538;p
;;Grubengas;43402;p;43060;p
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;483;p
;;Laufwasser;1136086;p;1126574;p
;;Speicherwasser;54668;p;54436;p
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;14665;p;14665;p
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;384343;p;338767;p
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;204054;p;197703;p
;;Biomethan (Bioerdgas);38629;p;37636;p
;;Klärgas;913;p;854;p
;;Deponiegas;4960;p;4644;p
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;13934;p;11726;p
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);46882;p;31461;p
;;Abfall (Hausmüll, Siedlungsabfälle);940387;p;755427;p
;;Kernenergie;-;;-;
;;Wärme;35602;p;34243;p
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;11763404;e;10870246;e
;August;Steinkohlen;1962982;p;1795498;p
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;5753615;p;5312827;p
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;-;;-;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;23908;p;21294;p
;;Heizöl, schwer;12099;p;10990;p
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;3020079;p;2930210;p
;;Grubengas;45378;p;45091;p
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;.;
;;Laufwasser;1411695;p;1401476;p
;;Speicherwasser;79219;p;78999;p
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;22357;p;22357;p
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;412654;p;366173;p
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;211009;p;204627;p
;;Biomethan (Bioerdgas);38992;p;38038;p
;;Klärgas;.;;.;
;;Deponiegas;4767;p;4460;p
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;16790;p;.;
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);42854;p;27012;p
;;Abfall (Hausmüll, Siedlungsabfälle);948796;p;760538;p
;;Kernenergie;-;;-;
;;Wärme;38561;p;37315;p
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;14052035;e;13076677;e
;September;Steinkohlen;2215651;p;2009866;p
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;6858682;p;6346298;p
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;-;;-;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;35273;p;31094;p
;;Heizöl, schwer;17962;p;16314;p
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;2708706;p;2622293;p
;;Grubengas;40772;p;40527;p
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;.;
;;Laufwasser;1177052;p;1166770;p
;;Speicherwasser;56943;p;56774;p
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;8873;p;8873;p
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;344925;p;305986;p
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;207647;p;199360;p
;;Biomethan (Bioerdgas);41123;p;40167;p
;;Klärgas;688;p;643;p
;;Deponiegas;4746;p;4413;p
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;.;;.;
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);43742;p;31448;p
;;Abfall (Hausmüll, Siedlungsabfälle);899102;p;720860;p
;;Kernenergie;-;;-;
;;Wärme;27451;p;26095;p
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;14725330;e;13660316;e
;Oktober;Steinkohlen;2980998;p;2708385;p
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;7155203;p;6597204;p
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;2098;p;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;45213;p;41416;p
;;Heizöl, schwer;22121;p;19951;p
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;3471482;p;3358413;p
;;Grubengas;43460;p;43017;p
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;.;
;;Laufwasser;835108;p;826502;p
;;Speicherwasser;39620;p;39463;p
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;10686;p;10686;p
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;369540;p;328392;p
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;228856;p;219063;p
;;Biomethan (Bioerdgas);66734;p;65274;p
;;Klärgas;.;;.;
;;Deponiegas;4598;p;4291;p
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;20750;p;18131;p
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);42436;p;26833;p
;;Abfall (Hausmüll, Siedlungsabfälle);926214;p;743320;p
;;Kernenergie;-;;-;
;;Wärme;48421;p;46819;p
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;16320338;e;15104420;e
;November;Steinkohlen;3694885;p;3356340;p
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;7791469;p;7199045;p
;;Hartbraunkohlen;.;;.;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;63381;p;58395;p
;;Heizöl, schwer;25438;p;22867;p
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;4585026;p;4451221;p
;;Grubengas;42234;p;41851;p
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;.;
;;Laufwasser;1383542;p;1373068;p
;;Speicherwasser;89841;p;89570;p
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;.;;.;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;382906;p;342442;p
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;236117;p;229638;p
;;Biomethan (Bioerdgas);97162;p;95594;p
;;Klärgas;.;;.;
;;Deponiegas;4668;p;4410;p
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;22074;p;19367;p
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);42287;p;27535;p
;;Abfall (Hausmüll, Siedlungsabfälle);871151;p;686585;p
;;Kernenergie;-;;-;
;;Wärme;49218;p;47757;p
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;19544095;e;18200581;e
;Dezember;Steinkohlen;3704966;p;3352986;p
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;7451586;p;6867710;p
;;Hartbraunkohlen;.;;.;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;47779;p;43010;p
;;Heizöl, schwer;26852;p;24253;p
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;5038616;p;4885754;p
;;Grubengas;46751;p;46292;p
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;494;p;.;
;;Laufwasser;1613706;p;1600796;p
;;Speicherwasser;124498;p;123976;p
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;122054;p;122054;p
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;422172;p;376382;p
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;245546;p;239069;p
;;Biomethan (Bioerdgas);104032;p;102184;p
;;Klärgas;.;;.;
;;Deponiegas;4536;p;4262;p
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;19875;p;17328;p
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);38734;p;26088;p
;;Abfall (Hausmüll, Siedlungsabfälle);895934;p;698716;p
;;Kernenergie;-;;-;
;;Wärme;45514;p;44113;p
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;20015282;e;18628409;e
2024;Januar;Steinkohlen;3776434;e;3407665;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;7313768;e;6740785;e
;;Hartbraunkohlen;.;;.;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;57;e;48;e
;;Heizöl, leicht;72421;e;66251;e
;;Heizöl, schwer;26333;e;23500;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;6589790;e;6407635;e
;;Grubengas;43898;e;43426;e
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;.;
;;Laufwasser;1571124;e;1557461;e
;;Speicherwasser;106986;e;106282;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;104537;e;104537;e
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;414479;e;370732;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;231212;e;225099;e
;;Biomethan (Bioerdgas);113343;e;111076;e
;;Klärgas;799;e;761;e
;;Deponiegas;5576;e;5284;e
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;25174;e;21993;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);32732;e;21400;e
;;Abfall (Hausmüll, Siedlungsabfälle);808050;e;623275;e
;;Kernenergie;-;;-;
;;Wärme;47620;e;46294;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;21350441;e;19940135;e
;Februar;Steinkohlen;2369675;e;2129227;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;6498497;e;5986991;e
;;Hartbraunkohlen;.;;.;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;27938;e;25218;e
;;Heizöl, schwer;15107;e;13644;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;4634652;e;4500742;e
;;Grubengas;43575;e;43130;e
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;.;
;;Laufwasser;1401666;e;1390897;e
;;Speicherwasser;104933;e;104263;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;81121;e;81121;e
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;410153;e;364415;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;224832;e;217610;e
;;Biomethan (Bioerdgas);96615;e;94874;e
;;Klärgas;666;e;640;e
;;Deponiegas;5150;e;4851;e
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;20844;e;17865;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);35080;e;22853;e
;;Abfall (Hausmüll, Siedlungsabfälle);821931;e;634965;e
;;Kernenergie;-;;-;
;;Wärme;39184;e;38036;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;16891128;e;15722878;e
;März;Steinkohlen;2209768;e;1983533;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;6998913;e;6445067;e
;;Hartbraunkohlen;.;;.;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;21;e
;;Heizöl, leicht;42054;e;38437;e
;;Heizöl, schwer;17116;e;15565;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;4766372;e;4633852;e
;;Grubengas;44259;e;43806;e
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;.;
;;Laufwasser;1454132;e;1442789;e
;;Speicherwasser;73217;e;72644;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;41257;e;41257;e
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;419931;e;373486;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;232944;e;225735;e
;;Biomethan (Bioerdgas);96907;e;95241;e
;;Klärgas;.;;.;
;;Deponiegas;4991;e;4722;e
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;20289;e;17351;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);39296;e;25038;e
;;Abfall (Hausmüll, Siedlungsabfälle);866509;e;677616;e
;;Kernenergie;-;;-;
;;Wärme;41855;e;40659;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;17432319;e;16230502;e
;April;Steinkohlen;1440596;e;1283712;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;4745751;e;4374330;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;36251;e;33329;e
;;Heizöl, schwer;7476;e;6629;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;3679944;e;3565277;e
;;Grubengas;40379;e;39912;e
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;.;
;;Laufwasser;1457115;e;1446299;e
;;Speicherwasser;68743;e;68293;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;30966;e;30966;e
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;348445;e;306088;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;220225;e;213278;e
;;Biomethan (Bioerdgas);76653;e;75114;e
;;Klärgas;.;;.;
;;Deponiegas;5442;e;5134;e
;;Sonstige erneuerbare Energien;-;;-;
;;Klärschlamm;16139;e;13552;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);36505;e;22495;e
;;Abfall (Hausmüll, Siedlungsabfälle);754600;e;581855;e
;;Kernenergie;-;;-;
;;Wärme;29656;e;28502;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;13017997;e;12114898;e
;Mai;Steinkohlen;770254;e;690054;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;5264040;e;4856043;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;-;;-;
;;Staub- und Trockenkohle;.;;.;
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;63305;e;57882;e
;;Heizöl, schwer;7927;e;7137;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;2978900;e;2888232;e
;;Grubengas;39466;e;39086;e
;;Kokereigas;-;;-;
;;Hochofengas;-;;-;
;;Sonstige hergestellte Gase;.;;.;
;;Wasserstoff;.;;.;
;;Laufwasser;1682904;e;1671709;e
